# nm	x_force	y_force	z_force	magnitude_x-y_force
1.660000000000000142e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.679999999999999938e+00	3.697667850391007960e+01	-2.187453375919722021e+01	4.409418495092540979e+01	4.296242521510843204e+01
1.699999999999999956e+00	5.722082154545933008e+01	-2.485042057582177222e+01	1.823587764380499721e+01	6.238401895624014060e+01
1.719999999999999973e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.739999999999999991e+00	-2.041454730462282896e+01	1.190589821897447109e+00	-3.162361147208139300e+01	2.044923582378297766e+01
1.760000000000000009e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.780000000000000027e+00	4.736763453367166221e+01	-4.018046953529119492e+01	6.086677342979237437e+01	6.211411219193226430e+01
1.800000000000000044e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.820000000000000062e+00	3.109763238811865449e+01	-3.039289954281412065e+01	-2.236192932564299554e+02	4.348322760290635358e+01
1.840000000000000080e+00	-2.134129616641439497e+01	4.102010906254872680e+01	4.048452025325968862e+01	4.623959633870094876e+01
1.860000000000000098e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.880000000000000115e+00	1.052913467492908239e+01	-6.096246806439012289e+01	-8.332354336744174361e+00	6.186505628789631572e+01
1.900000000000000133e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.919999999999999929e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.939999999999999947e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.959999999999999964e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.979999999999999982e+00	-1.722464890079572797e+01	-2.033131825248710811e+01	-2.761097842338494956e+01	2.664678276339563823e+01
2.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
